qa_id,id,file_name,question,gold_answer,reference_normalized,asr_normalized,wer,cer,answer_preserved,gold_answer_token_count,asr_llm_answer_raw,asr_llm_answer_normalized,asr_em,asr_f1,latency_sec,output_tokens,status,error,oracle_answer_raw,oracle_answer_normalized,oracle_em,oracle_f1,delta_f1,propagation_failure
205,1884,9479511424182567816.wav,با تفسیر صحیح عبارات کوچک، طبق ادعا چه چیزی قابل تشخیص است؟,فرد دروغ می‌گوید,به ویژه ادعا می شود که با تفسیر صحیح عبارات کوچک می‌توان تشخیص داد که فرد دروغ می‌گوید,به ویژه ادعا می شود که با تفسیر صحیح عبارات کوچک می توان تشخیص داد که فرد دروغ می گوید,0.0,0.0,True,4,"فرد دروغگو 
",فرد دروغگو,0,0.333333333,1.124081551,6,ok,,"فرد دروغ می‌گوید. 
",فرد دروغ می گوید,1,1.0,0.666666667,1
205,1884,837386491108778241.wav,با تفسیر صحیح عبارات کوچک، طبق ادعا چه چیزی قابل تشخیص است؟,فرد دروغ می‌گوید,به ویژه ادعا می شود که با تفسیر صحیح عبارات کوچک می‌توان تشخیص داد که فرد دروغ می‌گوید,بویژه ادعا می شود که با تصویر صحیح عبارات کوچک می توان تشخیص داد که فرد دروغ می گوید,0.15,0.0465116279069767,True,4,"فرد دروغگو 
",فرد دروغگو,0,0.333333333,1.069307319,6,ok,,"فرد دروغ می‌گوید. 
",فرد دروغ می گوید,1,1.0,0.666666667,1
205,1884,3551909830487983535.wav,با تفسیر صحیح عبارات کوچک، طبق ادعا چه چیزی قابل تشخیص است؟,فرد دروغ می‌گوید,به ویژه ادعا می شود که با تفسیر صحیح عبارات کوچک می‌توان تشخیص داد که فرد دروغ می‌گوید,بویژه ادعا می شود که با تفسیر صحیح عبارات کوچک می توان تشخیص داد که فرد دروغ می گوید,0.1,0.0232558139534883,True,4,"فرد دروغگو 
",فرد دروغگو,0,0.333333333,1.023197521,6,ok,,"فرد دروغ می‌گوید. 
",فرد دروغ می گوید,1,1.0,0.666666667,1
90,1760,11921904874523393890.wav,موساسور از چه چیزی می‌ترسید؟,سایر موساسورها,موساسور برترین شکارچی در دوره خود بود به همین خاطر از هیچ چیز نمی‌ترسید مگر سایر موساسورها,موسی سر برتر شکارچی در دوره خود بود به همین خاطر از هیچ چیز نمی ترسید مگر سایر مسافرها,0.2222222222222222,0.0888888888888888,False,2,"سایر مسافرها 
",سایر مسافرها,0,0.5,1.222845994,7,ok,,"سایر موساسورها 
",سایر موساسورها,1,1.0,0.5,1
90,1760,3314211390187349630.wav,موساسور از چه چیزی می‌ترسید؟,سایر موساسورها,موساسور برترین شکارچی در دوره خود بود به همین خاطر از هیچ چیز نمی‌ترسید مگر سایر موساسورها,موسی سر برترین شکارچی در دوره خود بود به همین خاطر از هیچ چیز نمی ترسید مگر سایر مسافرها,0.1666666666666666,0.0666666666666666,False,2,"سایر مسافرها 
",سایر مسافرها,0,0.5,1.13423152,7,ok,,"سایر موساسورها 
",سایر موساسورها,1,1.0,0.5,1
90,1760,15316544692070403108.wav,موساسور از چه چیزی می‌ترسید؟,سایر موساسورها,موساسور برترین شکارچی در دوره خود بود به همین خاطر از هیچ چیز نمی‌ترسید مگر سایر موساسورها,ماساژور برترین شکارچی در دوره ی خود بود به همین خاطر از هیچ چیزی نمی ترسید مگر سایر مسافرها,0.2222222222222222,0.0888888888888888,False,2,"سایر مسافرها 
",سایر مسافرها,0,0.5,1.15962619,7,ok,,"سایر موساسورها 
",سایر موساسورها,1,1.0,0.5,1
61,1728,3809628171824443240.wav,آب کلم با توجه به چه ویژگی ماده شیمیایی تغییر رنگ می‌دهد؟,میزان اسیدی یا بازی (قلیایی) بودن ماده شیمیایی,آب کلم بسته میزان اسیدی یا بازی قلیایی بودن ماده شیمیایی تغییر رنگ می‌دهد,آب کلم بسته میزان اسیدی یا بازی قلیایی بودن ماده شیمیایی تغییر رنگ می دهد,0.0,0.0,True,8,"اسیدی یا بازی قلیایی بودن 
",اسیدی یا بازی قلیایی بودن,0,0.769230769,1.42757704,10,ok,,"اسیدی یا بازی قلیایی بودن 
",اسیدی یا بازی قلیایی بودن,0,0.769230769,0.0,
61,1728,7805086045259267445.wav,آب کلم با توجه به چه ویژگی ماده شیمیایی تغییر رنگ می‌دهد؟,میزان اسیدی یا بازی (قلیایی) بودن ماده شیمیایی,آب کلم بسته میزان اسیدی یا بازی قلیایی بودن ماده شیمیایی تغییر رنگ می‌دهد,آب کلم بسته به میزان اسیدی یا بازی قلیایی بودن ماده شیمیایی تغییر رنگ می دهد,0.0666666666666666,0.0410958904109589,True,8,"اسیدی یا بازی قلیایی بودن 
",اسیدی یا بازی قلیایی بودن,0,0.769230769,1.564315002,10,ok,,"اسیدی یا بازی قلیایی بودن 
",اسیدی یا بازی قلیایی بودن,0,0.769230769,0.0,
61,1728,15926946198871795344.wav,آب کلم با توجه به چه ویژگی ماده شیمیایی تغییر رنگ می‌دهد؟,میزان اسیدی یا بازی (قلیایی) بودن ماده شیمیایی,آب کلم بسته میزان اسیدی یا بازی قلیایی بودن ماده شیمیایی تغییر رنگ می‌دهد,آب کلم بسته میزان اسیدی یا بازی قلیایی بودن ماده شیمیایی تغییر رنگ می دهد,0.0,0.0,True,8,"اسیدی یا بازی قلیایی بودن 
",اسیدی یا بازی قلیایی بودن,0,0.769230769,1.409159814,10,ok,,"اسیدی یا بازی قلیایی بودن 
",اسیدی یا بازی قلیایی بودن,0,0.769230769,0.0,
258,1939,8059512289282012396.wav,پس از انقلاب، مشاغل به روی چه گروهی باز بود؟,همه متقاضیان مرد,همچنین پس از انقلاب مشاغل به روی همه متقاضیان مرد باز بود و برای افراد بلندپروازتر و موفق‌تر امکان موفقیت ایجاد می‌کرد,همچنین پس از انقلاب مشاغل به روی همه ی متقاضیان مرد باز بود و برای افراد بلندپروازتر و موفق تر امکان موفقیت ایجاد می کرد,0.0416666666666666,0.0169491525423728,False,3,"متقاضیان مرد 
",متقاضیان مرد,0,0.8,1.112904832,7,ok,,"همه متقاضیان مرد 
",همه متقاضیان مرد,1,1.0,0.19999999999999996,1
258,1939,1590061448785954320.wav,پس از انقلاب، مشاغل به روی چه گروهی باز بود؟,همه متقاضیان مرد,همچنین پس از انقلاب مشاغل به روی همه متقاضیان مرد باز بود و برای افراد بلندپروازتر و موفق‌تر امکان موفقیت ایجاد می‌کرد,همچنین پس از انقلاب مشاغل به روی همه متقاضیان مرد باز بود و برای افراد بلندپرواز سر و موفق تر امکان موفقیت ایجاد می کرد,0.0833333333333333,0.0169491525423728,True,3,"همه متقاضیان مرد 
",همه متقاضیان مرد,1,1.0,1.236661674,8,ok,,"همه متقاضیان مرد 
",همه متقاضیان مرد,1,1.0,0.0,0
258,1939,7099844447178454280.wav,پس از انقلاب، مشاغل به روی چه گروهی باز بود؟,همه متقاضیان مرد,همچنین پس از انقلاب مشاغل به روی همه متقاضیان مرد باز بود و برای افراد بلندپروازتر و موفق‌تر امکان موفقیت ایجاد می‌کرد,همچنین پس از انقلاب مشاغل به روی همه متقاضیان مرد باز بود و برای افراد بلندپرواز سرما موفق تر امکان موفقیت ایجاد می کرد,0.0833333333333333,0.0338983050847457,True,3,"همه متقاضیان مرد 
",همه متقاضیان مرد,1,1.0,1.283639404,8,ok,,"همه متقاضیان مرد 
",همه متقاضیان مرد,1,1.0,0.0,0
117,1788,12482567931867686415.wav,هیأت ژیمناستیک آمریکا بر ترویج چه نوع محیطی برای ورزشکاران تأکید می‌کند؟,محیطی امن,هیأت ژیمناستیک ایالات متحده آمریکا از نامه کمیته المپیک ایالات متحده حمایت می‌کند و نیاز قاطع خانواده المپیک به ترویج محیطی امن برای تمام ورزشکارهای ما را می‌پذیرد,هیات ژیمناستیک ایالات متحده آمریکا از از نامه کمیته المپیک ایالات متحده حمایت می کند و نیاز قاط خانواده المپیک به ترویج محیط امن برای تمام ورزشکار های ما را می پذیرد,0.2,0.0429447852760736,False,2,"امن 
",امن,0,0.666666667,0.671751215,3,ok,,"امن 
",امن,0,0.666666667,0.0,
117,1788,17738424376965763662.wav,هیأت ژیمناستیک آمریکا بر ترویج چه نوع محیطی برای ورزشکاران تأکید می‌کند؟,محیطی امن,هیأت ژیمناستیک ایالات متحده آمریکا از نامه کمیته المپیک ایالات متحده حمایت می‌کند و نیاز قاطع خانواده المپیک به ترویج محیطی امن برای تمام ورزشکارهای ما را می‌پذیرد,هیات ژیمناستیک ایالات متحده آمریکا از نامه کمیته المپیک ایالات متحده حمایت می کند و نیاز قاط خانواده المپیک به ترویج محیط امن برای تمام ورزشکار پای ما را می پذیرد,0.1666666666666666,0.0306748466257668,False,2,"امن 
",امن,0,0.666666667,0.716468136,3,ok,,"امن 
",امن,0,0.666666667,0.0,
38,1700,3921545227918950509.wav,زیر زمین‌های مرتفع، ضخامت لایه مورد اشاره چگونه است؟,ضخیم‌تر,زیر دریاوارها نازک‌تر و زیر زمین‌های مرتفع ضخیم‌تر است,زیر دریا بارها نازک تر از زیر زمین های مرتفع ضخیم تر است,0.25,0.074074074074074,True,2,"ضخیم 
",ضخیم,0,0.666666667,0.905560895,5,ok,,"ضخیم‌تر 
",ضخیم تر,1,1.0,0.333333333,1
